Device Name,Port,Description,PID,VID,SN,Operational_State
OSC-3408-1,"""Fan 1""","""Nexus3000 C3408-S Chassis Fan Module""",NXA-FAN-300CFM-PI,N/A,N/A,DOWN
OSC-3408-1,"""Fan 2""","""Nexus3000 C3408-S Chassis Fan Module""",NXA-FAN-300CFM-PI,N/A,N/A,DOWN
OSC-3408-1,"""Fan 3""","""Nexus3000 C3408-S Chassis Fan Module""",NXA-FAN-300CFM-PI,N/A,N/A,DOWN
OSC-3408-1,Ethernet1/1,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2220S0Z6,UP
OSC-3408-1,Ethernet1/2,CISCO-FINISAR,QSFP-100G-AOC5M,N/A,FIW2023052S-B,UP
OSC-3408-1,Ethernet1/3/1,CISCO-FINISAR,QSFP-40G-SR4,N/A,FIW201902RR,UP
OSC-3408-1,Ethernet1/3/2,CISCO-FINISAR,QSFP-40G-SR4,N/A,FIW201902RR,DOWN
OSC-3408-1,Ethernet1/3/3,CISCO-FINISAR,QSFP-40G-SR4,N/A,FIW201902RR,UP
OSC-3408-1,Ethernet1/3/4,CISCO-FINISAR,QSFP-40G-SR4,N/A,FIW201902RR,DOWN
OSC-3408-1,Ethernet1/5/1,CISCO,QSFP-40G-SR4,N/A,FIS174201QY,DOWN
OSC-3408-1,Ethernet1/5/2,CISCO,QSFP-40G-SR4,N/A,FIS174201QY,DOWN
OSC-3408-1,Ethernet1/5/3,CISCO,QSFP-40G-SR4,N/A,FIS174201QY,DOWN
OSC-3408-1,Ethernet1/5/4,CISCO,QSFP-40G-SR4,N/A,FIS174201QY,DOWN
OSC-3408-1,Ethernet1/9,CISCO,QSFP-40G-SR4,N/A,FIS173701KT,DOWN
OSC-3408-1,Ethernet1/10,CISCO,QSFP-40G-SR4,N/A,FIS174601EB,DOWN
OSC-3408-1,Ethernet2/1,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FOF2217N515,ADMIN_DOWN
OSC-3408-1,Ethernet2/2,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FOF2210N062,ADMIN_DOWN
OSC-3408-1,Ethernet2/3,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FOF2307N2PH,DOWN
OSC-3408-1,Ethernet2/4,CISCO-FINISAR,QSFP-100G-AOC10M,N/A,FIW214401A7-B,DOWN
OSC-3408-1,Ethernet2/5,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2219S05G,DOWN
OSC-3408-1,Ethernet2/14,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2237S08P,DOWN
OSC-3408-1,Ethernet2/15,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2108G05J,DOWN
OSC-3408-1,Ethernet2/16,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2121G2J5,DOWN
OSC-3408-1,Ethernet3/2,CISCO-INNOLIGHT,QSFP-100G-AOC7M,N/A,INL24011773-A,DOWN
OSC-3408-1,Ethernet3/4,CISCO-CISCO,QSFP-100G-FR-S,N/A,FBN2628A0R6,DOWN
OSC-3408-1,Ethernet3/9,CISCO-DELTA,QSFP-100G-AOC15M,N/A,DTS2415A946-A,DOWN
OSC-3408-1,Ethernet3/11,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FTF2416N3S1,DOWN
OSC-3408-1,Ethernet3/12,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FOF2252N2XT,DOWN
OSC-3408-1,Ethernet3/13,CISCO-INNOLIGHT,QSFP-100G-SR4-S,N/A,INL23351355,DOWN
OSC-3408-1,Ethernet4/2,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2129G2NF,DOWN
OSC-3408-1,Ethernet4/5,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2129G2C2,DOWN
OSC-3408-1,Ethernet4/6,CISCO-FINISAR,QSFP-100G-AOC5M,N/A,FIW2138037D-B,DOWN
OSC-3408-1,Ethernet4/7,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2129G2NE,DOWN
OSC-3408-1,Ethernet4/8,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2129G2CE,DOWN
OSC-3408-1,Ethernet4/10,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FTF2512N9F9,DOWN
OSC-3408-1,Ethernet4/11,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FTF2512N5TR,DOWN
OSC-3408-2,"""Chassis""","""Nexus3000 C3408-S Chassis""",N3K-C3408-S,N/A,FOC2350547S,DOWN
OSC-3408-2,"""Slot 1""","""Supervisor""",N3K-C3408-S,N/A,FOC2350547S,DOWN
OSC-3408-2,"""LEM 1""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23335AEH,DOWN
OSC-3408-2,"""LEM 2""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC235054CN,DOWN
OSC-3408-2,"""LEM 3""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23345DYM,DOWN
OSC-3408-2,"""LEM 4""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23515VZ1,DOWN
OSC-3408-2,"""Power Supply 1""","""Nexus3000 C3408-S Chassis Power Supply""",NXA-PAC-2KW-PI,N/A,POG2410JA2X,DOWN
OSC-3408-2,"""Power Supply 2""","""Nexus3000 C3408-S Chassis Power Supply""",NXA-PAC-2KW-PI,N/A,POG2415JA1F,DOWN
OSC-3408-2,"""Fan 1""","""Nexus3000 C3408-S Chassis Fan Module""",NXA-FAN-300CFM-PI,N/A,N/A,DOWN
OSC-3408-2,"""Fan 2""","""Nexus3000 C3408-S Chassis Fan Module""",NXA-FAN-300CFM-PI,N/A,N/A,DOWN
OSC-3408-2,"""Fan 3""","""Nexus3000 C3408-S Chassis Fan Module""",NXA-FAN-300CFM-PI,N/A,N/A,DOWN
OSC-3408-2,Ethernet1/1,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2126G3GY,UP
OSC-3408-2,Ethernet1/2,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2022G09Y,UP
OSC-3408-2,Ethernet1/3/1,CISCO,QSFP-40G-SR4,N/A,FIS184701UP,UP
OSC-3408-2,Ethernet1/3/2,CISCO,QSFP-40G-SR4,N/A,FIS184701UP,UP
OSC-3408-2,Ethernet1/3/3,CISCO,QSFP-40G-SR4,N/A,FIS184701UP,UP
OSC-3408-2,Ethernet1/3/4,CISCO,QSFP-40G-SR4,N/A,FIS184701UP,ADMIN_DOWN
OSC-3408-2,Ethernet1/9,CISCO,QSFP-40G-SR4,N/A,FIS184801XG,DOWN
OSC-3408-2,Ethernet1/10,CISCO,QSFP-40G-SR4,N/A,FIS1747001V,ADMIN_DOWN
OSC-3408-2,Ethernet2/1,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FOF2209N0SK,DOWN
OSC-3408-2,Ethernet2/2,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FOF2209N0RD,DOWN
OSC-3408-2,Ethernet2/3,CISCO-CISCO,QSFP-100G-FR-S,N/A,FBN2628A05C,DOWN
OSC-3408-2,Ethernet2/4,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FTF2512N9FK,UP
OSC-3408-2,Ethernet3/1,CISCO-INNOLIGHT,QSFP-100G-AOC7M,N/A,INL23520104-B,DOWN
OSC-3408-2,Ethernet3/4,CISCO-CISCO,QSFP-100G-FR-S,N/A,FBN2628A09H,DOWN
OSC-3408-2,Ethernet3/6,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2316S1LT,ADMIN_DOWN
OSC-3408-2,Ethernet3/9,CISCO-DELTA,QSFP-100G-AOC15M,N/A,DTS2415A958-A,DOWN
OSC-3408-2,Ethernet4/3/1,CISCO-AVAGO,QSFP-40G-SR4,N/A,AVP2113S0AD,DOWN
OSC-3408-2,Ethernet4/3/2,CISCO-AVAGO,QSFP-40G-SR4,N/A,AVP2113S0AD,DOWN
OSC-3408-2,Ethernet4/3/3,CISCO-AVAGO,QSFP-40G-SR4,N/A,AVP2113S0AD,DOWN
OSC-3408-2,Ethernet4/3/4,CISCO-AVAGO,QSFP-40G-SR4,N/A,AVP2113S0AD,DOWN
OSC-3408-2,Ethernet4/5,CISCO-FINISAR,QSFP-100G-AOC5M,N/A,FIW2137062U-A,DOWN
OSC-3408-2,Ethernet4/6,CISCO-FINISAR,QSFP-100G-AOC5M,N/A,FIW2138035V-A,DOWN
OSC-3408-2,Ethernet4/7,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2129G2NB,UP
OSC-3408-2,Ethernet4/8,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2212S0YT,UP
OSC-3408-2,Ethernet4/9,CISCO-CISCO,QSFP-100G-FR-S,N/A,FBN2628A0DD,DOWN
OSC-3408-2,Ethernet4/14,CISCO-INNOLIGHT,QSFP-100G-AOC7M,N/A,INL26400EMU-A,DOWN
OSC-3408-2,Ethernet4/15,CISCO-INNOLIGHT,QSFP-100G-AOC7M,N/A,INL264111JW-B,DOWN
OSC-3408-2,Ethernet4/16,CISCO-INNOLIGHT,QSFP-100G-AOC7M,N/A,INL26400EL9-B,DOWN
ARG-3408-1,"""Chassis""","""Nexus3000 C3408-S Chassis""",N3K-C3408-S,N/A,FOC23366AMW,DOWN
ARG-3408-1,"""Slot 1""","""Supervisor""",N3K-C3408-S,N/A,FOC23366AMW,DOWN
ARG-3408-1,"""LEM 1""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23335AF0,DOWN
ARG-3408-1,"""LEM 2""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23311MLR,DOWN
ARG-3408-1,"""LEM 3""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23311MMV,DOWN
ARG-3408-1,"""LEM 4""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23311MM8,DOWN
ARG-3408-1,"""LEM 6""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23490QRN,DOWN
ARG-3408-1,"""Power Supply 1""","""Nexus3000 C3408-S Chassis Power Supply""",NXA-PAC-2KW-PI,N/A,POG2338JA1Q,DOWN
ARG-3408-1,"""Power Supply 2""","""Nexus3000 C3408-S Chassis Power Supply""",NXA-PAC-2KW-PI,N/A,POG2338JA0B,DOWN
ARG-3408-1,"""Fan 1""","""Nexus3000 C3408-S Chassis Fan Module""",NXA-FAN-300CFM-PI,N/A,N/A,DOWN
ARG-3408-1,"""Fan 2""","""Nexus3000 C3408-S Chassis Fan Module""",NXA-FAN-300CFM-PI,N/A,N/A,DOWN
ARG-3408-1,"""Fan 3""","""Nexus3000 C3408-S Chassis Fan Module""",NXA-FAN-300CFM-PI,N/A,N/A,DOWN
ARG-3408-1,Ethernet1/1,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2203S1Z3,ADMIN_DOWN
ARG-3408-1,Ethernet1/2,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2124G1T5,ADMIN_DOWN
ARG-3408-1,Ethernet1/3,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2125G0V6,ADMIN_DOWN
ARG-3408-1,Ethernet1/4,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2132S22K,ADMIN_DOWN
ARG-3408-1,Ethernet1/5,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2103G039,ADMIN_DOWN
ARG-3408-1,Ethernet1/6,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2225S1U9,ADMIN_DOWN
ARG-3408-1,Ethernet1/7,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2102G01H,ADMIN_DOWN
ARG-3408-1,Ethernet1/8,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2125G1MS,ADMIN_DOWN
ARG-3408-1,Ethernet1/9,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2124G3MB,ADMIN_DOWN
ARG-3408-1,Ethernet1/10,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2022G0A3,ADMIN_DOWN
ARG-3408-1,Ethernet1/11,CISCO-FINISAR,QSFP-100G-AOC10M,N/A,FIW214401AR-B,UP
ARG-3408-1,Ethernet1/12,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2102G0ZJ,UP
ARG-3408-1,Ethernet1/13,CISCO-CISCO,QSFP-100G-FR-S,N/A,FBN2628A08F,DOWN
ARG-3408-1,Ethernet1/14,CISCO-CISCO,QSFP-100G-FR-S,N/A,FBN2628A0QZ,UP
ARG-3408-1,Ethernet2/1,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2051G0R6,DOWN
ARG-3408-1,Ethernet2/2,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2129G2MU,UP
ARG-3408-1,Ethernet2/3,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FOF2252N2VK,DOWN
ARG-3408-1,Ethernet2/4,CISCO-FINISAR,QSFP-100G-AOC10M,N/A,FIW214401A7-A,DOWN
ARG-3408-1,Ethernet2/5,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2218S0R8,ADMIN_DOWN
ARG-3408-1,Ethernet2/12,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2105G065,UP
ARG-3408-1,Ethernet2/14,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2104G06H,ADMIN_DOWN
ARG-3408-1,Ethernet2/15,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2102G0DP,ADMIN_DOWN
ARG-3408-1,Ethernet2/16,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2105G0UW,ADMIN_DOWN
ARG-3408-1,Ethernet3/1,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2042G1TR,ADMIN_DOWN
ARG-3408-1,Ethernet3/2,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2129G2CD,ADMIN_DOWN
ARG-3408-1,Ethernet3/7,CISCO-CISCO,QSFP-100G-FR-S,N/A,FBN2611A2RP,DOWN
ARG-3408-1,Ethernet3/8,CISCO-FINISAR,QSFP-100G-CWDM4-S,N/A,FNS22170M07,DOWN
ARG-3408-1,Ethernet3/9,CISCO-FINISAR,QSFP-100G-CWDM4-S,N/A,FNS222007SJ,DOWN
ARG-3408-1,Ethernet3/10,CISCO-FINISAR,QSFP-100G-CWDM4-S,N/A,FNS22170BRC,DOWN
ARG-3408-1,Ethernet3/11,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FOF2248N3HW,ADMIN_DOWN
ARG-3408-1,Ethernet3/12,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FOF2248N3ED,ADMIN_DOWN
ARG-3408-1,Ethernet3/13,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2212S0P3,ADMIN_DOWN
ARG-3408-1,Ethernet4/3,CISCO,QSFP-40G-SR4,N/A,AVP1810S2SG,ADMIN_DOWN
ARG-3408-2,"""Chassis""","""Nexus3000 C3408-S Chassis""",N3K-C3408-S,N/A,FOC23366AMX,DOWN
ARG-3408-2,"""Slot 1""","""Supervisor""",N3K-C3408-S,N/A,FOC23366AMX,DOWN
ARG-3408-2,"""LEM 1""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23311MLV,DOWN
ARG-3408-2,"""LEM 2""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23335AG3,DOWN
ARG-3408-2,"""LEM 3""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23345DY6,DOWN
ARG-3408-2,"""LEM 4""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23335AFK,DOWN
ARG-3408-2,"""LEM 5""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23335AEK,DOWN
ARG-3408-2,"""LEM 6""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23311MMJ,DOWN
ARG-3408-2,"""LEM 7""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23345DVW,DOWN
ARG-3408-2,"""Power Supply 1""","""Nexus3000 C3408-S Chassis Power Supply""",NXA-PAC-2KW-PI,N/A,POG2338JA1S,DOWN
ARG-3408-2,"""Power Supply 2""","""Nexus3000 C3408-S Chassis Power Supply""",NXA-PAC-2KW-PI,N/A,POG2338JA1A,DOWN
ARG-3408-2,"""Fan 1""","""Nexus3000 C3408-S Chassis Fan Module""",NXA-FAN-300CFM-PI,N/A,N/A,DOWN
ARG-3408-2,"""Fan 2""","""Nexus3000 C3408-S Chassis Fan Module""",NXA-FAN-300CFM-PI,N/A,N/A,DOWN
ARG-3408-2,"""Fan 3""","""Nexus3000 C3408-S Chassis Fan Module""",NXA-FAN-300CFM-PI,N/A,N/A,DOWN
ARG-3408-2,Ethernet1/1,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2022G0A2,ADMIN_DOWN
ARG-3408-2,Ethernet1/2,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2127G0GV,ADMIN_DOWN
ARG-3408-2,Ethernet1/3,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2031G1FA,ADMIN_DOWN
ARG-3408-2,Ethernet1/4,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2125G0UV,ADMIN_DOWN
ARG-3408-2,Ethernet1/5,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2225S1V0,ADMIN_DOWN
ARG-3408-2,Ethernet1/6,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2030G0BH,ADMIN_DOWN
ARG-3408-2,Ethernet1/7,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2218S05E,ADMIN_DOWN
ARG-3408-2,Ethernet1/8,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2212S0Y1,ADMIN_DOWN
ARG-3408-2,Ethernet1/9,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2135S17H,ADMIN_DOWN
ARG-3408-2,Ethernet1/10,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2413S0G9,ADMIN_DOWN
ARG-3408-2,Ethernet1/11,CISCO-CISCO,QSFP-100G-FR-S,N/A,FBN2628A061,DOWN
ARG-3408-2,Ethernet1/12,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2119G0TF,UP
ARG-3408-2,Ethernet1/14,CISCO-CISCO,QSFP-100G-FR-S,N/A,FBN2628A0Z7,ADMIN_DOWN
ARG-3408-2,Ethernet2/1,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2128G0WS,UP
ARG-3408-2,Ethernet2/2,CISCO-CISCO,QSFP-100G-FR-S,N/A,FBN2611A2DE,UP
ARG-3408-2,Ethernet2/3,CISCO-CISCO,QSFP-100G-FR-S,N/A,FBN2628A04M,DOWN
ARG-3408-2,Ethernet2/4,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FTF2512N5SK,UP
ARG-3408-2,Ethernet2/6,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2229S2EP,ADMIN_DOWN
ARG-3408-2,Ethernet2/12,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2124G28T,UP
ARG-3408-2,Ethernet2/13,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2225S1TH,UP
ARG-3408-2,Ethernet2/14,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2109G08T,UP
ARG-3408-2,Ethernet3/1,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2129G2C1,ADMIN_DOWN
ARG-3408-2,Ethernet3/2,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2129G2P5,ADMIN_DOWN
ARG-3408-2,Ethernet3/6,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2126G36D,ADMIN_DOWN
ARG-3408-2,Ethernet3/7,CISCO-INNOLIGHT,QSFP-100G-SR4-S,N/A,INL25380BUF,DOWN
ARG-3408-2,Ethernet3/8,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2129G2C9,DOWN
ARG-3408-2,Ethernet4/3,CISCO-AVAGO,QSFP-40G-SR4-S,N/A,AVP2304S2J1,ADMIN_DOWN
ARG-3408-2,Ethernet4/6,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2215S10N,ADMIN_DOWN
ARG-3408-2,Ethernet5/6,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2229S2EG,ADMIN_DOWN
ARG-3408-2,Ethernet6/6,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2413S0GF,ADMIN_DOWN
ARG-3408-2,Ethernet7/6,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2413S04Y,ADMIN_DOWN
BRC-55a1,HundredGigE0/0/0/1,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V01,AVF2102G0CW,UP/UP
BRC-55a1,HundredGigE0/0/0/2,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V01,AVF2015G0AS,DOWN/DOWN
BRC-55a1,HundredGigE0/0/0/3,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V03,AVF2237S05Y,DOWN/DOWN
BRC-55a1,HundredGigE0/0/0/4,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC10M,V02,FIW2144018S-B,UP/UP
BRC-8201,HundredGigE0/0/0/0,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V01,AVF2126G1MJ,UP/UP
BRC-8201,HundredGigE0/0/0/1,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V03,INL23351536,UP/UP
BRC-8201,HundredGigE0/0/0/2,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V03,FIW250302J8,DOWN/DOWN
BRC-8201,HundredGigE0/0/0/3,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V02,AVF2212S0Y2,UP/UP
BRC-8201,HundredGigE0/0/0/4,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V01,AVF2113G12G,UP/UP
BRC-8201,HundredGigE0/0/0/5,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V03,FIW250302RB,UP/UP
BRC-8201,HundredGigE0/0/0/6,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V01,AVF2125G1V6,UP/UP
BRC-8201,HundredGigE0/0/0/7,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V03,FIW250302HU,UP/UP
BRC-8201,HundredGigE0/0/0/20,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V01,AVF2111G06F,UP/UP
BRC-8201,HundredGigE0/0/0/21,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC10M,V02,FIW2144023H-B,UP/UP
BRC-8201,HundredGigE0/0/0/24,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC15M,V03,DTS2415A946-B,DOWN/DOWN
BRC-8201,HundredGigE0/0/0/25,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC15M,V03,DTS2415A958-B,DOWN/DOWN
CRE-9364-1,"""Chassis""","""Nexus9000 C9364D-GX2A Chassis""",N9K-C9364D-GX2A,N/A,FDO26490P3Z,DOWN
CRE-9364-1,"""Slot 1""","""64x400G QSFP-DD + 2x10G SFP+ Ethernet Module""",N9K-C9364D-GX2A,N/A,FDO26490P3Z,DOWN
CRE-9364-1,"""Slot 27""","""64x400G QSFP-DD + 2x10G SFP+ Ethernet Module""",N9K-C9364D-GX2A,N/A,FDO26490P3Z,DOWN
CRE-9364-1,"""Power Supply 1""","""Nexus9000 C9364D-GX2A Chassis Power Supply""",NXA-PAC-3200W-PI,N/A,DTM262700FT,DOWN
CRE-9364-1,"""Power Supply 2""","""Nexus9000 C9364D-GX2A Chassis Power Supply""",NXA-PAC-3200W-PI,N/A,DTM262700FP,DOWN
CRE-9364-1,"""Fan 1""","""Nexus9000 C9364D-GX2A Chassis Fan Module""",NXASFAN-160CFM2PI,N/A,N/A,DOWN
CRE-9364-1,"""Fan 2""","""Nexus9000 C9364D-GX2A Chassis Fan Module""",NXASFAN-160CFM2PI,N/A,N/A,DOWN
CRE-9364-1,"""Fan 3""","""Nexus9000 C9364D-GX2A Chassis Fan Module""",NXASFAN-160CFM2PI,N/A,N/A,DOWN
CRE-9364-1,"""Fan 4""","""Nexus9000 C9364D-GX2A Chassis Fan Module""",NXASFAN-160CFM2PI,N/A,N/A,DOWN
CRE-9364-1,Ethernet1/3,CISCO-FINISAR,SFP-10/25G-CSR,N/A,FNS2604018D,ADMIN_DOWN
CRE-9364-1,Ethernet1/41,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FOF2319N1YP,ADMIN_DOWN
CRE-9364-1,Ethernet1/42,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FOF2208N01H,ADMIN_DOWN
CRE-9364-1,Ethernet1/43,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FOF2207N1AU,ADMIN_DOWN
CRE-9364-1,Ethernet1/44,CISCO-CIG,QDD-400G-FR4-S,N/A,CGC25230345,ADMIN_DOWN
CRE-9364-1,Ethernet1/45,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2212S0Y3,ADMIN_DOWN
CRE-9364-1,Ethernet1/46,CISCO-INNOLIGHT,QSFP-100G-SR4-S,N/A,INL23351392,ADMIN_DOWN
CRE-9364-1,Ethernet1/53,CISCO-INNOLIGHT,QSFP-100G-SR4-S,N/A,INL23351411,ADMIN_DOWN
CRE-9364-1,Ethernet1/59,CISCO-INNOLIGHT,QSFP-100G-SR4-S,N/A,INP264800EP,ADMIN_DOWN
CRE-9364-1,Ethernet1/61,CISCO-INNOLIGHT,QSFP-100G-SR4-S,N/A,INP2831006F,UP
CRE-9364-1,Ethernet1/65,CISCO-SUMITOMO,SFP-10G-SR,N/A,SPC151801N7,UP